game_id,bet_date,market_line,model_line,edge,home_team,away_team,home_score,away_score,actual_margin,market_spread_home,model_spread_home,predicted_margin,spread_error,ats_win,ortg_r10_delta,netrtg_r10_delta,pace_est_r10_delta,efg_r10_delta,ts_r10_delta,ftr_r10_delta,tov_pct_r10_delta,orb_pct_r10_delta,ortg_r30_delta,netrtg_r30_delta,pace_est_r30_delta,efg_r30_delta,ts_r30_delta,ftr_r30_delta,tov_pct_r30_delta,orb_pct_r30_delta,drtg_blend_delta,rest_diff,home_indicator
18447289,2026-01-01,LAC -12.5,LAC -14.1,-1.6280560212407718,LAC,UTA,0,0,0.0,-12.5,-14.1,14.1,-14.1,False,1.6346541680526343,13.359922495064874,-12.63199999999999,0.012212098869870958,0.018796628520785896,0.013541009285515715,0.010879108665750814,0.0025503689483329095,0.6421623641109022,6.22203792813864,-8.118666666666655,0.013795638938188026,0.014569669460846812,-0.02015515636228321,-0.0008818585792895739,-0.036484280826582394,-7.423493392923092,0,1
18447288,2026-01-01,SAC +9.5,SAC +9.2,-0.3056833677440345,SAC,BOS,0,0,0.0,9.5,9.2,-9.2,9.2,True,-12.891789801624881,-18.4330126644073,4.072000000000003,-0.06819092584203479,-0.06047958839271195,0.03724704328525061,0.025139280098305794,0.0076693799050193134,-12.8283528563406,-19.245223428559616,5.08533333333331,-0.04547609627673721,-0.037392375510195475,0.04686617543655058,0.019988013972833993,-0.06385704487702712,6.154176259388009,0,1
18447287,2026-01-01,DAL +1.5,DAL +2.4,0.9491988734354684,DAL,PHI,0,0,0.0,1.5,2.4,-2.4,2.4,True,0.8070781243722251,-1.0317357606117608,3.9720000000000084,0.06222152002613718,0.041953967429528616,-0.0420093463172434,0.022444729024796314,-0.055066866818681504,-2.921126732221339,-3.079737197356314,1.2373333333333534,0.013525309561125076,0.0043256954690908955,-0.004879892834826094,0.007705038685516308,-0.04835653273471008,0.662671491089668,1,1
18447286,2026-01-01,DET -4.5,DET -4.9,-0.4098632789554148,DET,MIA,0,0,0.0,-4.5,-4.9,4.9,-4.9,False,4.230236602201302,9.28543594067763,-0.1600000000000108,0.025074310935932376,0.020260205065991577,0.0418948237388061,0.01386936292495941,0.08075695060502769,2.521644080869919,4.233865266690353,-2.7559999999999576,0.011491445088658181,0.009607713362567827,0.048454063515351364,0.020257023856985815,0.07843524572414368,-2.7151146316172117,-1,1
18447285,2026-01-01,BKN +11.5,BKN +12.4,0.9498398945624248,BKN,HOU,0,0,0.0,11.5,12.4,-12.4,12.4,True,-7.888815345205799,5.226855388056045,0.5,-0.011488139939334063,-0.0008924674992489834,0.02033812324769102,0.0008409755321955037,-0.13794767745888067,-10.273342053808122,-13.312199028586685,-0.702666666666687,-0.025733599451088884,-0.020703854190043502,0.006216379184752596,8.280075047070734e-05,-0.1316983323088912,-1.8075013376335107,0,1
18447284,2025-12-31,OKC -29.5,OKC -31.0,-1.518199433327105,OKC,POR,124,95,29.0,-29.5,-31.0,31.0,-2.0,False,3.800605467394064,6.352994464300633,-1.7680000000000007,-0.006964098411024189,-0.008988315765136368,-0.11219760993060937,-0.05526115340496611,-0.03604190367763571,10.215696547941349,16.78431394750498,-2.869333333333344,0.04897995498698138,0.042889725251903155,-0.07818339963863669,-0.052780864592530494,-0.07318654148245013,-5.363748878766543,0,1
18447283,2025-12-31,MIL -3.5,MIL -5.7,-2.2345946656184204,MIL,WAS,113,114,-1.0,-3.5,-5.7,5.7,-6.7,False,-12.084716220740674,-11.407989865315887,-2.7039999999999935,-0.01508389237220098,-0.015707271315897997,0.011535284045790128,0.06435094016616182,-0.0502049302173036,-2.347711797473039,2.6231136933648855,-4.072000000000003,0.022415883512021173,0.01863937318575115,-0.0004384530906295092,0.022794291428217206,-0.053304152383741504,-3.68259575021402,0,1
18447282,2025-12-31,TOR +3.5,TOR +2.0,-1.4521481873206508,TOR,DEN,103,106,-3.0,3.5,2.0,-2.0,-1.0,True,-17.32473141385921,-5.4183980236208615,-3.1999999999999886,-0.08517851157935052,-0.09531297704016439,-0.11572680420829207,0.019368046082968604,0.026270419951710006,-19.674338554362237,-13.35106205242085,-1.0693333333333186,-0.0991902141733072,-0.10415413256898387,-0.07300743387090047,0.025788449064132787,0.036897518816130515,-7.998193568430494,0,1
18447281,2025-12-31,SAS -5.5,SAS -6.9,-1.3507534973425883,SAS,NYK,134,132,2.0,-5.5,-6.9,6.9,-4.9,False,0.6566709710544814,2.222973433485311,-3.0799999999999983,-0.015246194696329707,-0.011265211746158243,0.0330868502787349,-0.029186489775981192,-0.012926920980112389,-2.2697511695357946,-3.8720649474522064,3.3306666666666445,-0.012010591712075303,-0.007638726236705473,0.016834227270429325,-0.018436479323904797,-0.053661093789298175,0.6517289058122344,0,1
18447280,2025-12-31,CHI -14.5,CHI -12.5,2.023229943634444,CHI,NOP,134,118,16.0,-14.5,-12.5,12.5,3.5,True,6.09795835188217,5.5581249495616705,-2.3760000000000048,0.056325731127493395,0.03605832598462977,-0.05811591872726074,0.0010910541745751123,-0.01643345317119682,-1.7578922471336256,-1.9106676289476805,-2.077333333333357,0.020096923663843413,0.004484562004918091,-0.04117035954860776,0.019681393933602603,-0.005110964647977584,0.2688927879660099,0,1
18447279,2025-12-31,CLE -15.5,CLE -15.3,0.2470289164449681,CLE,PHX,129,113,16.0,-15.5,-15.3,15.3,0.6999999999999993,True,-1.8688602614953282,-8.796571039232523,3.8400000000000176,0.0008823286504634487,-0.004079426892620419,-0.05421224076954201,-0.026368983598276413,-0.07542511181583653,4.094605709716561,0.7870609789000695,3.287999999999954,0.011020303856278169,0.014661375513863595,-0.008284914087772294,-0.017160944413969204,-0.010173873455948279,4.393594544892693,0,1
18447278,2025-12-31,IND +1.5,IND +3.0,1.5026548903858423,IND,ORL,110,112,-2.0,1.5,3.0,-3.0,1.0,False,-6.197886521018148,-5.408673822264532,-2.288000000000011,-0.006758070638814395,-0.01094772149825074,-0.04485574172784901,0.017619616550200293,-0.03865654622161638,-3.389377105039287,-2.7415658886853724,-3.52266666666668,0.007879499517014832,0.004810486603044062,-0.026124257213433977,0.016268745012819302,-0.047441262369316284,-0.6902316610738382,0,1
18447277,2025-12-31,ATL -25.5,ATL -23.6,1.946587833662264,ATL,MIN,126,102,24.0,-25.5,-23.6,23.6,0.3999999999999986,False,3.8419997298577186,-10.018905373244667,5.1200000000000045,0.04620493555309613,0.04789138883490707,-0.024422538544773442,0.019084206660484312,-0.054141233540482586,-2.83821627824247,-11.50663259850272,4.893333333333359,0.0072380899443889035,0.002586781333017929,-0.08322579300024158,0.014390428003935293,-0.026060949920663573,10.226162955112954,0,1
18447276,2025-12-31,CHA +6.5,CHA +5.1,-1.3940958753397965,CHA,GSW,125,132,-7.0,6.5,5.1,-5.1,-1.9000000000000004,False,5.3775471566250275,4.332829332513924,-4.65600000000002,0.013846263362562228,0.001599934318245122,-0.024398545539110694,-0.022373703188366595,0.052613161206511605,-1.518999505777657,-5.473311388037144,0.7360000000000184,0.0012933608769278848,0.001302684231571427,0.01764159400152493,-0.003193795400892291,-0.025260744942080193,3.081433664814952,0,1
18447273,2025-12-30,UTA +9.5,UTA +9.9,0.4191098154001942,UTA,BOS,119,129,-10.0,9.5,9.9,-9.9,-0.09999999999999964,False,7.421997211697516,0.6782243052009278,7.207999999999998,0.034495076716637985,0.04614421982696115,0.018998528464286124,-0.004198602670080598,-0.05034088032613049,-7.217425842479798,-15.314549648972573,8.448000000000008,-0.0341127978088589,-0.02269279707681704,0.0754407974556244,0.008105127943084586,-0.04650739094480272,7.691118536493917,1,1
18447272,2025-12-30,MEM +2.5,MEM +3.9,1.448872981755525,MEM,PHI,136,139,-3.0,2.5,3.9,-3.9,0.8999999999999999,False,5.399330690718614,9.96756591941851,5.295999999999992,0.09061223081606307,0.061955845254529796,-0.0853924973729221,0.0045638480454156805,-0.08536962543615068,3.202839724512657,4.516777925851288,2.3520000000000465,0.05723011153414237,0.04009092708254547,-0.02626230962990267,0.01993913637815839,-0.017810729395581093,-2.2902273095469496,0,1
18447274,2025-12-30,LAL +22.5,LAL +23.6,1.1444665705749202,LAL,DET,106,128,-22.0,22.5,23.6,-23.6,1.6000000000000014,True,-7.737235660200824,-9.31390743454502,-2.5520000000000067,-0.010706172527626623,-0.008968728374709078,0.00968122594125248,0.03843170261392731,-0.04683341900060162,4.203121250089339,-4.297073267256572,-4.999999999999986,0.04021905250829849,0.039903231613707235,0.0003232433186498018,-0.009477186097334195,-0.09254282693448895,6.423137694445401,0,1
18447275,2025-12-30,LAC -39.5,LAC -38.9,0.5828648846951552,LAC,SAC,131,90,41.0,-39.5,-38.9,38.9,2.1000000000000014,True,13.68033869355034,14.468439821596697,-10.11999999999999,0.0830619926885332,0.09915914649052182,0.07986454332426779,0.0006445114278778863,-0.058663882280739404,6.921224004033732,6.689099130829533,-6.301333333333332,0.04367837052437218,0.05903809517323455,0.048966562026887206,0.01377666277760492,-0.0354936535516264,-0.07394292717096107,0,1
18447271,2025-12-29,POR +1.5,POR +4.8,3.318481005451724,POR,DAL,125,122,3.0,1.5,4.8,-4.8,7.8,True,-5.617390705123455,-3.411098127945439,-0.22400000000000375,-0.025532116505900815,-0.0204906639913619,0.048213979875202206,0.042185590191468614,0.06672397923005613,2.1177780220474602,-1.5385719316257238,0.016000000000019554,-0.007552419634623719,-0.0015948404382312154,0.03383254813918618,0.01917532389549051,0.08817120760253652,1.8975571944178142,-1,1
18447270,2025-12-29,SAS +11.5,SAS +12.0,0.5403007074925767,SAS,CLE,101,113,-12.0,11.5,12.0,-12.0,0.0,False,5.1011113755225495,9.18896975205373,-2.8519999999999897,0.00734116908027771,0.007712528591606538,0.04734979831518321,-0.0132712950651218,0.026778986185029774,2.8870406475944606,3.863267412988941,-2.19200000000005,0.015963990880228707,0.021305290034392188,0.04194233896106009,0.0046960162001419,-6.449539453629027e-05,-1.9097162487354922,0,1
18447269,2025-12-29,OKC -10.5,OKC -9.4,1.1351861964095402,OKC,ATL,140,129,11.0,-10.5,-9.4,9.4,1.5999999999999996,True,3.8457312705695017,19.732873619157274,-6.148000000000025,0.009987737445809608,0.006742947004535149,-0.013954458123688507,-0.02373538329366219,-0.0024583244409314975,4.573393774061557,15.423153233439452,-3.034666666666652,0.008892099557439082,0.014584791267163055,0.015815627599469195,-0.017278067767730595,-0.002037002387980602,-12.360974326140877,-1,1
18447268,2025-12-29,NOP +4.5,NOP +5.2,0.7316679874382288,NOP,NYK,125,130,-5.0,4.5,5.2,-5.2,0.20000000000000018,False,-4.1643826626947344,-3.5820190157352028,5.143999999999991,-0.02836573762112815,-0.010513072884802521,0.05321447117498024,-0.014777714780356596,-0.0611224905845445,-8.52204279015666,-13.474445223947956,2.5786666666666918,-0.039863645512046575,-0.030229752058727577,0.03748140827549862,0.002932581719852917,-0.038157882289583334,3.2919726095660167,0,1
18447267,2025-12-29,HOU -11.5,HOU -11.2,0.3381985790238069,HOU,IND,126,119,7.0,-11.5,-11.2,11.2,-4.199999999999999,False,11.065053435606345,11.784550159603931,-1.0520000000000067,0.06173112347404841,0.05165681709247871,-0.011865515802884474,0.037442672516329906,0.1389880289891558,12.934300249159122,16.908295599360443,-1.63071264367818,0.05535107704045261,0.04953658800377325,-0.0028865758638269012,0.01823877210994329,0.1301361145639296,-2.997645762340241,0,1
18447266,2025-12-29,CHI +30.5,CHI +30.5,-0.01626971022268,CHI,MIN,101,136,-35.0,30.5,30.5,-30.5,-4.5,False,2.4780537118623585,-5.300682681723643,0.6400000000000006,0.030289451204610796,0.022077366374656848,-0.08023678895628089,0.013330503943018213,0.002266890660775789,-2.2564789069705,-7.921577037447383,1.8186666666666724,-0.0019358117661395502,-0.006140908460926964,-0.05519112608607002,0.0033114108738594994,-0.0170381659219343,6.299189609409581,0,1
18447265,2025-12-29,TOR -1.5,TOR -0.4,1.0813181642993013,TOR,ORL,107,106,1.0,-1.5,-0.4,0.4,0.6,False,-3.7882176188450813,0.4868644377234066,-2.1920000000000215,0.0030685119627817947,-0.0049981349074974535,-0.0998458517570765,0.0279631526882671,0.005126690846864679,-2.2931283734133956,-0.9652939560453249,-1.6733333333332752,0.011888385954407,-0.0013702073503658596,-0.0763092246851044,0.0076722192831868985,-0.019772194727811998,-2.2120087091282272,-1,1
18447264,2025-12-29,MIA -24.5,MIA -23.7,0.7593721826704964,MIA,DEN,147,123,24.0,-24.5,-23.7,23.7,0.3000000000000007,False,-14.226842320280838,-9.582418374044057,-0.28400000000002024,-0.0862537809126942,-0.08548131537804649,-0.013601362682590323,0.004231437942737615,0.02334673575319321,-11.669140225440913,-7.622021402509024,4.525333333333336,-0.0575468501034655,-0.0587897099354856,-0.02115308171292507,-0.0009835719567952844,-0.03261172648534438,-4.22631035992336,0,1
18447263,2025-12-29,BKN +9.5,BKN +9.0,-0.4519202080213453,BKN,GSW,107,120,-13.0,9.5,9.0,-9.0,-4.0,False,0.1909345459788625,5.404081811543021,-3.471999999999994,0.020481406176666384,0.02020805041047391,0.005859619842150499,0.009540144806759798,-0.030006509747642185,-1.1594552468073829,-5.856217239203939,-2.8022528735632193,-0.0036104970004054993,-0.0023814456734286837,0.026672593245792298,-0.002243406034872497,-0.013400146756508607,1.7237892150083525,1,1
18447262,2025-12-29,WAS +14.5,WAS +16.3,1.8218637246169287,WAS,PHX,101,115,-14.0,14.5,16.3,-16.3,2.3000000000000007,True,1.479228667440239,-5.254235544359116,1.1960000000000122,-0.00746222858769352,-0.0013832222729430743,0.03298245671731939,-0.01701302132972979,-0.0038978126075399078,-4.264527328101181,-12.67532778066077,2.543999999999997,-0.015688800676812997,-0.01708367716264203,0.007188048738794112,-0.005444577364646014,-0.04355842352476949,7.907599580331535,-1,1
18447261,2025-12-29,CHA +10.5,CHA +8.6,-1.8648181812716675,CHA,MIL,113,123,-10.0,10.5,8.6,-8.6,-1.4000000000000004,True,5.949883200225798,4.35968821205993,4.519999999999996,0.013413449719709036,0.008727168776303307,-0.011652016674884969,-0.017175814497630698,0.058417394794690686,0.2205792353671825,-1.7023183682988128,2.7053333333333427,-0.03372342216460833,-0.018299717423615136,0.020400064948724594,-0.001231608756900815,0.07566133744636139,1.8230868190159413,1,1
18447257,2025-12-28,WAS -3.5,WAS -2.4,1.0689597522996857,WAS,MEM,116,112,4.0,-3.5,-2.4,2.4,1.6,True,-1.300308654361757,-11.90371051093632,-4.1839999999999975,-0.033052801898469375,-0.031189989955955122,-0.014688204091277801,-0.01990513124571,0.027830172869204417,-1.08199448837442,-10.36846307525493,-0.37181609195401677,0.006803461101197339,-0.0014902620088478313,-0.01948856915071881,0.003909855374458593,-0.012525668456241978,9.681548567788752,0,1
18447255,2025-12-28,TOR -13.5,TOR -13.9,-0.3803634947445324,TOR,GSW,141,127,14.0,-13.5,-13.9,13.9,0.09999999999999964,True,-6.161365978210597,-11.61398453584155,-3.6720000000000113,-0.022182009613172737,-0.026873131344484547,-0.0363695658506851,0.0024548455634745836,-0.021545026262884293,-0.08521048368518791,-2.103075879033442,-1.4359999999999928,0.00331421525991904,-0.0036160016224028313,-0.013435193131010603,-0.012378583282772693,-0.010933519360161598,3.048291344033075,-1,1
18447256,2025-12-28,OKC -23.5,OKC -22.8,0.671886634189832,OKC,PHI,129,104,25.0,-23.5,-22.8,22.8,2.1999999999999993,True,7.507167411262998,8.20698003851089,-0.08400000000000318,0.08543606586879021,0.06576312908539395,-0.0664694093574105,0.0016877605332445006,-0.06320353506609327,6.430878694630323,13.557493584098127,-1.2242298850574969,0.05044977708235021,0.044186878882991554,-0.021162584831466102,-0.013684069378707711,-0.05493679803745102,-5.198574210801809,1,1
18447258,2025-12-28,POR -2.5,POR -3.8,-1.330253457992872,POR,BOS,114,108,6.0,-2.5,-3.8,3.8,2.2,True,-15.586306948287373,-18.97927456257617,7.219999999999999,-0.06763152956044882,-0.05276085437581435,0.09773565128334291,0.047561342063833306,-0.0023330043624145147,-8.384642267367866,-11.925302292387371,7.247999999999976,-0.03732574942691991,-0.022435456726420555,0.09216391091599091,0.04056308204631909,0.017524815205455124,3.4963523018003144,0,1
18447259,2025-12-28,LAC -11.5,LAC -12.3,-0.7634985104994314,LAC,DET,112,99,13.0,-11.5,-12.3,12.3,0.6999999999999993,True,-0.6853042844875148,-5.0155436205808925,-8.015999999999991,0.028182045494135832,0.037626288416772624,-0.004477198415937023,0.022630493805724683,-0.10661332274004567,-2.247424733170803,-9.725334730514394,-5.11066666666666,0.005564791537455371,0.01500095575306537,-0.02360659248573571,0.007128420561923393,-0.08482045177728936,6.533608798968487,0,1
18447260,2025-12-28,LAL -20.5,LAL -19.6,0.9478918557033538,LAL,SAC,125,101,24.0,-20.5,-19.6,19.6,4.399999999999999,True,4.937559527968844,-2.4208186767008515,-5.252000000000024,0.03392697012371304,0.03468885323755311,0.03724884819083185,0.006437769128439297,-0.009861984649073396,8.831970472237387,9.735598745439338,-3.4878160919540164,0.04881620373818363,0.05419274650334893,0.07433866583206777,0.014855958566051514,0.02730767875212589,1.5749736701595083,2,1
18447254,2025-12-27,SAS +8.5,SAS +6.1,-2.372096505711476,SAS,UTA,114,127,-13.0,8.5,6.1,-6.1,-6.9,False,4.373413158204258,16.197163017045142,-4.884,0.012876325921234555,0.0023607986330412833,-0.042125628462838016,-0.008558271623449007,0.045408483982456976,5.076283078069039,13.51032175869992,-4.666666666666728,0.02637539110170517,0.01965235614563987,-0.016914796929625997,-0.012913836849341803,-0.002493715135908625,-9.450952034093831,1,1
18447253,2025-12-27,MIN +16.5,MIN +17.1,0.6008003814962954,MIN,BKN,107,123,-16.0,16.5,17.1,-17.1,1.1000000000000014,True,2.703419617237941,0.29220591292916076,3.240000000000009,-0.02744177446684004,-0.019546414103685628,0.08277959840179178,-0.03658068856743621,0.024072958871269534,6.439243568360936,10.287095110812796,3.0629523809523675,0.024889933963707866,0.02115453222789032,0.021822685057215907,-0.017050721158673093,0.012057059835549,-1.9701319684236722,-2,1
18447252,2025-12-27,HOU -18.5,HOU -18.8,-0.2770425732128032,HOU,CLE,117,100,17.0,-18.5,-18.8,18.8,-1.8000000000000007,False,2.0647590367019575,3.1369359594076625,-4.6640000000000015,0.022869154207919906,0.014325466445596069,0.0028623132191340217,0.0453080290809383,0.12040869116506908,4.330919256723476,5.485510200082079,-3.2464761904762156,0.011588511013050473,0.012679755735688247,0.023605645520570318,0.023160450581602487,0.10837923512123149,-1.129866737162729,0,1
18447251,2025-12-27,CHI +5.5,CHI +6.1,0.6360749253152136,CHI,MIL,103,112,-9.0,5.5,6.1,-6.1,-2.9000000000000004,False,6.367738139758615,3.8242175716962095,3.9359999999999786,0.0012116325470936662,0.0017905334791034067,0.0005585213111737319,-0.03000235491861461,0.050103095861832814,1.9173134337595599,1.0824322258736,4.655999999999992,-0.017856500007282672,-0.007348220673431771,0.019917278715030684,-0.01102565566755731,0.035929212592028914,1.347473015938931,0,1
18447250,2025-12-27,MIA -22.5,MIA -20.8,1.7372990390623322,MIA,IND,142,116,26.0,-22.5,-20.8,20.8,5.199999999999999,True,-3.0934789109055885,-0.040886431286970115,3.632000000000005,-0.011674915481665216,-0.014893260008018272,-0.0033191771229263978,0.006485305262415017,0.009645474710692603,5.243911647091508,10.039635481524057,4.424000000000021,0.038839540499019,0.033735005420902686,-0.013380164321240784,-0.0007980770728426845,-0.014796843933191889,-4.27278442798837,0,1
18447249,2025-12-27,ATL +1.5,ATL +3.0,1.5278387963490825,ATL,NYK,125,128,-3.0,1.5,3.0,-3.0,0.0,False,-8.028871977585283,-17.78370906674957,6.240000000000009,-0.021019042212323535,-0.01400860755851796,-0.0244358319237008,0.004610740969181293,-0.08149679418992903,-6.30552134622134,-8.891922470677592,4.041333333333313,0.0006451976163404094,-0.0006279131473184707,-0.007883600179714678,0.006775311714441706,-0.08105882229655118,4.736931913868673,-1,1
18447248,2025-12-27,NOP +8.5,NOP +9.3,0.7736798469740034,NOP,PHX,114,123,-9.0,8.5,9.3,-9.3,0.3000000000000007,False,3.4536205024863733,6.000495902984066,5.647999999999996,-0.0028140042321974645,0.008953223322792914,0.06455406470818867,-0.017430213030045896,-0.005566384894580889,-1.7586429041001566,-7.87313479207441,1.418666666666681,-0.025980198287259393,-0.01803700242871087,0.04406282898632427,-0.017790688711603303,-0.020392043905490487,3.516081701432654,0,1
18447247,2025-12-27,ORL -2.5,ORL +0.2,2.6516533858316573,ORL,DEN,127,126,1.0,-2.5,0.2,-0.2,1.2,False,-15.980042786654394,-13.456885967689239,-0.76400000000001,-0.10778109889635701,-0.10444445146917103,-0.016416385095362473,0.005223183393672309,0.06238153385056222,-10.256727422169519,-7.51391291801465,0.9119999999999493,-0.06525890631803366,-0.057991201452831986,0.034617574250808525,0.0090304667713927,0.0187566791583339,-2.6769171985978915,-1,1
18447246,2025-12-27,SAC -5.5,SAC -5.5,-0.040653343507361,SAC,DAL,113,107,6.0,-5.5,-5.5,5.5,0.5,True,-6.323651885865871,-5.5370091085780855,-1.1919999999999362,-0.05111759647481795,-0.04685823321543403,0.036699877505084966,0.002594039451859903,0.03302334295963577,-1.3517442826651234,-6.961423551188298,-1.2653333333332881,-0.011038347224580192,-0.011959824823755016,-0.01420309577036527,-0.0061107045602691035,-0.0014451367802350013,3.6907826547798948,2,1
18447241,2025-12-26,CHI -3.5,CHI -3.5,0.024531183728726,CHI,PHI,109,102,7.0,-3.5,-3.5,3.5,3.5,True,2.6123296230254454,-6.388633207656882,0.6199999999999903,0.062141900908967374,0.04187755595737197,-0.043200177111385796,0.023860093643351815,-0.022195161592438895,0.8945614278880782,-3.6085890598510257,1.876600985221657,0.03150587626914059,0.020477449313563878,-0.02473659624726432,0.005082409092603518,-0.0378815362650817,5.852494190622053,0,1
18447237,2025-12-26,ATL +11.5,ATL +13.4,1.8635279114773304,ATL,MIA,111,126,-15.0,11.5,13.4,-13.4,-1.5999999999999996,False,4.532223112592135,-1.5651157700352893,2.891999999999996,0.03327008832586442,0.029922272779416392,-0.0465769665626585,0.007001712349649608,0.008321088246492303,2.347665437637815,-1.4326340001060687,-2.350666666666683,0.024455891400435026,0.01770593073234128,-0.0338476676568161,0.005775438499484115,0.0028089354569696134,4.475411271208969,0,1
18447238,2025-12-26,ORL +15.5,ORL +16.7,1.237550886790359,ORL,CHA,105,120,-15.0,15.5,16.7,-16.7,1.6999999999999993,True,-2.5390341606910454,-1.9042383448939249,0.5840000000000174,-0.029120457337180605,-0.027278938303079148,0.030035738466133083,-0.01624471948824338,-0.0012313802604126123,1.466231083070582,6.39095088673818,0.19999999999998863,-0.00527610541073098,-1.6077222520505252e-05,0.059194846823202474,-0.009325371674251376,-0.0033387230137211787,-3.63774260730645,0,1
18447239,2025-12-26,WAS -16.5,WAS -17.3,-0.7902881108696285,WAS,TOR,138,117,21.0,-16.5,-17.3,17.3,3.6999999999999993,True,5.884428954046356,-4.243346076730674,1.8999999999999915,-0.006343557918459863,0.005039847981503476,0.07810853120967337,-0.03181572322113081,0.01698164979789718,-2.8854014354839563,-13.532423856025993,2.6615238095238425,-0.014050348616056807,-0.013490792121713446,-0.0011482758918766045,0.005763430367421496,-0.005153701732853205,10.491248203612557,0,1
18447240,2025-12-26,IND +17.5,IND +19.9,2.4228985456346592,IND,BOS,122,140,-18.0,17.5,19.9,-19.9,1.8999999999999986,False,-13.29273148479156,-17.205601678703093,2.3560000000000088,-0.0708848613684091,-0.060457352775065476,0.058190367204209115,-0.005400812837876898,-0.07057514733220308,-12.329659467077605,-14.583178872996632,4.881195402298843,-0.06033333110792394,-0.04565750926990031,0.0777043100390317,0.012422774274629497,-0.0489790616098911,2.7513246423167317,-1,1
